Loaded image name: truck-neq.jpg
Loaded image W= 1512, H = 2016, actual cpp = 1 
 Beam   Hist_GPU    CDF_GPU  O_CDF_GPU   New_Hist    New_CDF
  234          0    3048192    3048192      29983    2792086
  235          0    3048192    3048192      18882    2810968
  236          0    3048192    3048192      15813    2826781
  237          0    3048192    3048192          0    2826781
  238          0    3048192    3048192      14820    2841601
  239          0    3048192    3048192      13606    2855207
  240          0    3048192    3048192      11186    2866393
  241          0    3048192    3048192      10980    2877373
  242          0    3048192    3048192      10685    2888058
  243          0    3048192    3048192      18541    2906599
  244          0    3048192    3048192      13802    2920401
  245          0    3048192    3048192      11048    2931449
  246          0    3048192    3048192      13000    2944449
  247          0    3048192    3048192      11302    2955751
  248          0    3048192    3048192      14661    2970412
  249          0    3048192    3048192      10900    2981312
  250          0    3048192    3048192      10449    2991761
  251          0    3048192    3048192      12524    3004285
  252          0    3048192    3048192          0    3004285
  253          0    3048192    3048192      15459    3019744
  254          0    3048192    3048192      21805    3041549
  255          0    3048192    3048192       6643    3048192
Running on GPU: Tesla V100S-PCIE-32GB
Hist: 0.911712 ms CDF: 0.036096 ms CDF op: 0.026272 ms equalize: 0.066944 ms

