Loaded image name: city-neq.jpg
Loaded image W= 15360, H = 8640, actual cpp = 1 
 Beam   Hist_GPU    CDF_GPU  O_CDF_GPU   New_Hist    New_CDF
  234          0  132710400  132710400          0  121094907
  235          0  132710400  132710400          0  121094907
  236          0  132710400  132710400          0  121094907
  237          0  132710400  132710400    2196459  123291366
  238          0  132710400  132710400          0  123291366
  239          0  132710400  132710400          0  123291366
  240          0  132710400  132710400    1839995  125131361
  241          0  132710400  132710400          0  125131361
  242          0  132710400  132710400          0  125131361
  243          0  132710400  132710400    1334336  126465697
  244          0  132710400  132710400     717041  127182738
  245          0  132710400  132710400          0  127182738
  246          0  132710400  132710400     780193  127962931
  247          0  132710400  132710400     589034  128551965
  248          0  132710400  132710400     750715  129302680
  249          0  132710400  132710400     372107  129674787
  250          0  132710400  132710400     524639  130199426
  251          0  132710400  132710400     578243  130777669
  252          0  132710400  132710400     529128  131306797
  253          0  132710400  132710400     616044  131922841
  254          0  132710400  132710400     520607  132443448
  255          0  132710400  132710400     266952  132710400
Running on GPU: Tesla V100S-PCIE-32GB
Hist: 2.966432 ms CDF: 0.016416 ms CDF op: 0.018560 ms equalize: 1.092000 ms

